C_Class_Name,C_Model_Number,C_SKU_Name,C_SKU_Nbr,C_Sub_Class_2,C_Sub_Class_Nbr,C_dept_2,C_Sales_Units,C_Str_OH_units_wkly
FENCING,128011,6 FT. X 6 FT. LEWISTON LATTICE TOP V,1000344675,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,6666.0,0.0
FENCING,UNKNOWN,"5/8""X3-1/2""X5 #2 WR CEDAR DE PICKET",290600,021-008-008-WRC PICKETS,021-008-008,21-LUMBER,46950.0,1677.0
LANDSCAPE,79951,0.2 IN. X 4 FT. X 8 FT. WOODLAND GRE,1000340147,021-007-002-LATTICE,021-007-002,21-LUMBER,2131.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X6-10FT PT GC WEATHERSHIELD,1001753965,021-020-006-PT BOARDS,021-020-006,21-LUMBER,726921.0,13603.0
DIMENSIONAL LUMBER,UNKNOWN,6' PICNIC TABLE KIT,588756,021-003-006-KITS & HARDWARE,021-003-006,21-LUMBER,167847.0,24.0
FENCING,UNKNOWN,2X4X8 ROUGH WRC PRE-STAINED RAIL,728009,021-008-017-DIMENSIONAL CEDAR,021-008-017,21-LUMBER,55124.0,2194.0
LANDSCAPE,UNKNOWN,4X4-54IN PT CEDAR-TONE DBL-V POST,1000004881,021-007-006-SPECIALTY,021-007-006,21-LUMBER,49741.0,1945.0
LANDSCAPE,UNKNOWN,6' PT SYP ANGLE MAILBOX POST,456583,021-007-008-LANDSCAPE ACCESSORIES,021-007-008,21-LUMBER,42464.0,1960.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-16FT #1 PT WEATHERSHIELD GC,1001787131,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,280987.0,6648.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - B,362766,021-008-018-EVENTS,021-008-018,21-LUMBER,,0.0
FENCING,119032,WHT VNL HURRICANE FNCE BRCKT KIT 2PK,1000342303,021-008-060-S/O WOOD FENCING,021-008-060,21-LUMBER,-10.0,0.0
PLYWOOD,373300,1/4 IN. X 1 FT. 2 FT. BIRCH PROJECT,1004334505,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,93.0,
LANDSCAPE,125912,3 IN. ADOBE OFFSET ALUMINUM HANDRAIL,1001585774,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,70.0,
LANDSCAPE,144332,5 IN. X 5 IN. VINYL BLACK STYLEPOINT,1000244196,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,39.0,
BOARDS,311595,1 IN. X 4 IN. X 8 FT. BARN WOOD PINE,1003473404,021-005-010-HARDWOOD,021-005-010,21-LUMBER,342.0,
LANDSCAPE,132461,5 IN. X 5 IN. VINYL SOLAR LIGHT FORE,1000244294,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,94.0,
FENCING,144778,PRO SERIES 12 FT. X 8 IN. X 8 IN. VI,1000342012,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
FENCING,UNKNOWN,"DIS 42""X8' CEDAR FG SPACED 1X4",1001194324,021-008-018-EVENTS,021-008-018,21-LUMBER,4.0,
FENCING,144703,XTRA STRONG BLACK STAINLESS STEEL DR,1000341974,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,17.0,
FENCING,169118,5 IN. X 5 IN. X 7 FT. VINYL LIGHT TA,1000099829,021-008-060-S/O WOOD FENCING,021-008-060,21-LUMBER,,
BOARDS,375779,1 IN. X 4 IN. X 2 FT. CHARRED WOOD P,1004528705,021-005-010-HARDWOOD,021-005-010,21-LUMBER,26.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X12-16FT #2PRIME & BTR PT CDR-TN GC,1001802067,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,105857.0,6080.0
PLYWOOD,UNKNOWN,3/4 14-1/2 X 48 DRY MAX OSB,1002099483,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,940.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-8 #2 PRIME OR BTR PT,356138,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,190301.0,0.0
FENCING,118674,"4""X4""-74"" LAFAYETTE ROUTED CRNR POST",1000342358,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,249.0,0.0
ROOFING,100311,"47-1/2""X13"" TRIM GALV - RED",448869,022-010-015-METAL ROOFING,022-010-015,22-BUILDING MATERIALS,10257.0,527.0
BOARDS,UNKNOWN,1X4-16FT PRMD FASCIA BOARD,107162,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,4262.0,761.0
LANDSCAPE,132247,4 IN. X 4 IN. VINYL SOLAR LIGHT BLAC,1000244239,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,205.0,0.0
LANDSCAPE,7406,"2X2-36"" CEDAR SQUARE END BALUSTER",171198,021-007-006-SPECIALTY,021-007-006,21-LUMBER,224144.0,15998.0
HOME & MOBILE ELECTRONIC,216593,WIRELESS DOORBELL PUSH BUTTON-BLK&WH,1001406887,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,12609.0,0.0
FENCING,UNKNOWN,"3X6-64"" PT PINE 2HOLE LINE POST",987997,021-008-012-POST/RAIL,021-008-012,21-LUMBER,137957.0,4267.0
LANDSCAPE,137656,ALUMINUM BALUSTER CONNECTORS 20PK,195890,021-007-006-SPECIALTY,021-007-006,21-LUMBER,50.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-16FT PREM PT CEDAR-TNE WHRSHLD,1000004732,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,766229.0,20256.0
FENCING,169111,5 IN. X 5 IN. X 7 FT. VINYL WEATHERE,1000099644,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,457.0,0.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - D,398048,021-008-018-EVENTS,021-008-018,21-LUMBER,3.0,0.0
FENCING,128017,4'X8' LAFAYETTE SPACED PICKET KIT,324181,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,384.0,
LANDSCAPE,76807,"32"" BLACK CONTOUR ALUM BAL 14PK",1001753329,021-007-006-SPECIALTY,021-007-006,21-LUMBER,542.0,4.0
FENCING,UNKNOWN,6X6 PT CEDAR TONE MOULDED FENCE KIT,1000007016,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,130.0,0.0
LANDSCAPE,UNKNOWN,"2X2-42"" PT BEVEL 1 END BALUSTER",430400,021-007-006-SPECIALTY,021-007-006,21-LUMBER,46672021.31000001,671800.0
PRESSURE TREATED/DECKING,314849,1X4-4 APP GRD PINE AG RED PT,1002854866,021-020-006-PT BOARDS,021-020-006,21-LUMBER,70220.0,5729.0
BOARDS,UNKNOWN,1X4-8 BARN WOOD GREY TRIM,1001412558,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,635156.0,38900.0
FENCING,144736,PRO SERIES 42 IN. X 8 FT. VINYL ALEX,1000342237,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,515.0,
BOARDS,253743,1 IN. X 6 IN. X 5 FT. BARN WOOD GRAY,1001762547,021-005-010-HARDWOOD,021-005-010,21-LUMBER,1096.0,
BOARDS,313131,1 IN. X 6 IN. X 6 FT. BARN WOOD BROW,1003458241,021-005-010-HARDWOOD,021-005-010,21-LUMBER,261.0,
LANDSCAPE,125929,6 IN. ADOBE HANDRAIL INSIDE CORNER B,1001585779,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,1.0,
FENCING,118662,PRO SERIES 6 FT. X 6 FT. WOODBRIDGE,1000342021,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,310.0,
PRESSURE TREATED/DECKING,117617,4 IN. X 4 IN. TIFFANY-STYLE WOOD PYR,1001862562,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,22.0,
PRESSURE TREATED/DECKING,269410,1 FT. X 1 FT. ELITE PANAMA GRAY COMP,1002723095,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,11.0,
BOARDS,251195,1 IN. X 6 IN. X 6 FT. BARN WOOD BRIT,1001763166,021-005-010-HARDWOOD,021-005-010,21-LUMBER,6630.0,
PRESSURE TREATED/DECKING,208492,2 IN. X 2 IN. X 42 IN. CEDAR MITERED,1001404904,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,239.0,
FENCING,153594,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345305,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,14.0,
BOARDS,345627,1 IN. X 4 IN. X 8 FT. TIMELESS MIDNI,1003912175,021-005-010-HARDWOOD,021-005-010,21-LUMBER,504.0,
FENCING,153657,PRO SERIES 6 FT. X 5 FT. ANAHEIM BAR,1000345338,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
LANDSCAPE,75909,PRESSURE-TREATED 6 IN. X 6 IN. PINE,1000340121,021-007-006-SPECIALTY,021-007-006,21-LUMBER,34.0,
FASTENERS,UNKNOWN,#10 1-1/2 IN. PHILLIPS PAN-HEAD BROW,1001788839,025-003-027-SPECIALTY DRAWERS,025-003-027,25-HARDWARE,48.0,
PRESSURE TREATED/DECKING,UNKNOWN,8 FT. ALUMINUM CEDAR-TONE SOUTHERN Y,1005650985,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,5.0,
LANDSCAPE,228225,1.5 IN. X 24 IN. X 6 FT. FRAMED CATA,1001546749,021-007-002-LATTICE,021-007-002,21-LUMBER,690.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 2X4-16FT #1 PT RWD-TN WTHRSHLD,1000019440,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,6.0,0.0
PLYWOOD,UNKNOWN,5.0MM 2X4 UNDERLAYMENT,445789,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,2552852.97,36090.5
FENCING,144427,"5""X5""WHT VNL SOLARBAND PRYMD POSTTOP",1000342227,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,1555.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 6X6-8FT RO PT  RWD-TN PP GC,1000019469,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,13.0,0.0
DIMENSIONAL LUMBER,UNKNOWN,4X4-8FT #2 UNTREATED KD SYP,736563,021-003-004-TIMBERS,021-003-004,21-LUMBER,98723.0,1043.0
PRESSURE TREATED/DECKING,188905,6 IN. X 6 IN. CEDAR TIFFANY SUNFLOWE,1000347313,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X8-10FT PT GC WEATHERSHIELD,1001753986,021-020-006-PT BOARDS,021-020-006,21-LUMBER,278660.0,6759.0
FENCING,162524,4X4-9' MOULDED PT CEDAR TONE POST,1000345059,021-008-012-POST/RAIL,021-008-012,21-LUMBER,20054.0,0.0
PRESSURE TREATED/DECKING,134240,5/4X6X16 RED PT/BRN STD&BTR WTHRSHLD,745296,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,43207.0,1003.0
PLYWOOD,420516,"1/4 MDF CIRCLE 18""",1005583834,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,754.0,882.0
BOARDS,418929,"1.5"" X 3.5"" X 192"" PFJ EG CEDAR TRIM",1005490456,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,1332.5,278.0
PRESSURE TREATED/DECKING,UNKNOWN,1X4-12FT PT WEATHERSHIELD,130911,021-020-006-PT BOARDS,021-020-006,21-LUMBER,119823.0,
LANDSCAPE,UNKNOWN,2X3-6FT CEDAR MOLDED RAIL INSERT,851503,021-007-006-SPECIALTY,021-007-006,21-LUMBER,4.0,
FENCING,UNKNOWN,"4-3/4X4-3/4-105"" WICKER POST W/CAP",101081,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,1492.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X4-16FT CEDAR PREMIUM S4S,731898,021-020-010-CEDAR,021-020-010,21-LUMBER,7822.0,1089.0
BOARDS,UNKNOWN,1X8-8FT COMMON BOARD,914835,021-005-002-WHITEWOOD,021-005-002,21-LUMBER,23676.0,1292.0
PRESSURE TREATED/DECKING,102570,4X6-14FT #2 PT GC SYP,1003243992,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,114.0,0.0
FENCING,UNKNOWN,"5/8""X3-1/2""X6' WHITE FIR DE PICKET",835021,021-008-010-WHITEWOOD PICKETS,021-008-010,21-LUMBER,167632.0,
BOARDS,377924,1X4-12' TIMELESS GRANITE GRAY TRM 2P,1004470527,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,1106.0,74.0
BOARDS,390016,1 X 2 TROP HW KD R/L,1004740447,021-005-010-HARDWOOD,021-005-010,21-LUMBER,10505.400000000001,816.65
PRESSURE TREATED/DECKING,UNKNOWN,23/32 IN. 4X8 CCX GC PLYWOOD,1001771167,021-020-007-PT PLYWOOD,021-020-007,21-LUMBER,445141.04,6283.0
CONCRETE,UNKNOWN,"1/2""X6' #4 REBAR",783076,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,26629.0,2984.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-20FT #1 PT,1001490690,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,7.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-8FT #2 PRIME PT CDR-TNE WHRSHLD,1000004752,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,272143.0,0.0
PLYWOOD,UNKNOWN,7/16 2X4 OSB,925778,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,2123591.0,35152.0
CONCRETE,UNKNOWN,"1/2""X2' #4 REBAR",106151,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,163274.5,9909.5
LANDSCAPE,125287,POST CAP - 4X4 SOLAR DYNASTY COPPER,1000098427,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1598.0,0.0
LANDSCAPE,163402,"42"" BEIGE STACKED STONE POST COVER",1000340386,021-007-006-SPECIALTY,021-007-006,21-LUMBER,219.0,0.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - F,398464,021-008-018-EVENTS,021-008-018,21-LUMBER,,0.0
LANDSCAPE,UNKNOWN,"ALUM BALUSTER 26"" RND BLK W/FB 15PK",305152,021-007-006-SPECIALTY,021-007-006,21-LUMBER,374.0,0.0
FENCING,144741,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000342160,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,7.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 2X4-10FT #1 PT RWD-TN WTHRSHLD,1000019438,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,54.0,
FENCING,153668,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345273,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,40.0,
BOARDS,311350,1 IN. X 4 IN. X 8 FT. SUNRISE YELLOW,1003009785,021-005-010-HARDWOOD,021-005-010,21-LUMBER,35.0,
BOARDS,263240,1 IN. X 6 IN. X 6 FT. BARN WOOD RED,1002063904,021-005-010-HARDWOOD,021-005-010,21-LUMBER,175.0,
PLYWOOD,438067,1/2 IN. X 12 IN. BIRCH HEXAGON,1005911463,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,59.0,
FENCING,438815,19/32 IN. X 5.3 IN. X 6 FT. PORTLAND,1005931117,021-008-016-OTHER FENCE,021-008-016,21-LUMBER,77.0,
LANDSCAPE,79989,#10 1-1/2 IN. PHILLIPS PAN HEAD STAI,1000073560,021-007-002-LATTICE,021-007-002,21-LUMBER,233.0,
PLYWOOD,237642,3/4 IN. X 2 FT. BC PINE PLYWOOD ROUN,1001713575,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,53.0,
FENCING,UNKNOWN,DIS 6'X6' BALUSTER TOP PANEL,1001664777,021-008-018-EVENTS,021-008-018,21-LUMBER,0.0,
FENCING,153788,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345227,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,18.0,
FENCING,183986,VINYL DECORATIVE FENCE POST HOLE COV,1001267368,022-013-002-CHAIN LINK,022-013-002,22-BUILDING MATERIALS,142.0,
LANDSCAPE,144328,5 IN. X 5 IN. VINYL PEARL STYLEPOINT,1000244199,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,5.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X12-16 #2 PRIME OR BTR PT GC,1001754119,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,528834.7,17410.0
FENCING,UNKNOWN,"49.5""X8' CDR-TN PT LOVELAND FNC PNL",1001306632,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,93.0,0.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - J,409828,021-008-018-EVENTS,021-008-018,21-LUMBER,,0.0
PLYWOOD,UNKNOWN,1/2 2X2 MEDIUM DENSITY FIBERBOARD,1001283615,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,517059.0,7.0
BOARDS,UNKNOWN,1X8-10FT R/S DOUGLAS FIR BOARD,281006,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,155.0,
PRESSURE TREATED/DECKING,186735,PRESSURE-TREATED 4 IN. X 4 IN. PINE,1000347550,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,533.0,0.0
PRESSURE TREATED/DECKING,253866,2X4-16FT #1 PRIME PT GC,1002363875,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,6292.0,162.0
PLYWOOD,UNKNOWN,3/4 2X4 SANDE PLYWOOD,103095,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,879527.0,12376.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-8FT CEDAR PREMIUM S4S,731979,021-020-010-CEDAR,021-020-010,21-LUMBER,105290.0,3307.0
DIMENSIONAL LUMBER,UNKNOWN,2X12-8FT #2 PRIME KD SYP,852570,021-003-003-WIDE,021-003-003,21-LUMBER,1376.0,41.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-8FT #1 PT GC,1001787260,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,518330.0,7743.0
DIMENSIONAL LUMBER,UNKNOWN,676-021 S/O UNIVERSAL DIMENSIONAL,676021,021-003-060-S/O DIMENSIONAL LUMBER,021-003-060,21-LUMBER,727.0,472.0
BOARDS,UNKNOWN,1X4-R/L OAK BOARD,617326,021-005-010-HARDWOOD,021-005-010,21-LUMBER,19764.619999999995,
PRESSURE TREATED/DECKING,UNKNOWN,2X8-10FT #1 PT GC,1001787114,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,378661.0,4963.0
PRESSURE TREATED/DECKING,UNKNOWN,2X8-10FT #1 PT REDWOOD-TONE,371185,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,63628.0,0.0
FENCING,141397,"5""X5""-8' DOVER ROUTED LINE POST",1000341894,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,7093.0,0.0
LANDSCAPE,359895,6 X 6 BLACK METAL POST CAP,1004184089,021-007-006-SPECIALTY,021-007-006,21-LUMBER,46998.0,8332.0
FENCING,UNKNOWN,"6'X8' SPF 4"" DOG EAR FENCE PANEL",789399,021-008-011-WHITEWOOD PANELS,021-008-011,21-LUMBER,486075.67,6312.0
FENCING,169104,5 IN. X 5 IN. X 5 FT. VINYL BLACK RA,1000099697,021-008-060-S/O WOOD FENCING,021-008-060,21-LUMBER,,0.0
FENCING,153631,PRO SERIES 6 FT. X 4 FT. ANAHEIM SEA,1000345237,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,0.0
PLYWOOD,438063,1 IN. X 4 IN. X 2 FT. SOUTHERN YELLO,1005911483,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,6.0,
LANDSCAPE,95881,32 IN. BLACK SQUARE BLAUSTER STAIR A,1000340108,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 5/4X6-12FT PREM PT RWD-TN WS,1000019463,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,8.0,
LANDSCAPE,117515,WHITE SOLAR LIGHT FOR POSTS OR STAIR,1005430167,021-007-006-SPECIALTY,021-007-006,21-LUMBER,156.0,
PRESSURE TREATED/DECKING,175139,2 FT. X 2 FT. ABACO REDWOOD DECK TIL,1001465639,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1068.0,
BOARDS,276588,1 IN. X 6 IN. X 8 FT. UNFINISHED PIN,1002185257,021-005-010-HARDWOOD,021-005-010,21-LUMBER,1389.0,
HOME & MOBILE ELECTRONIC,289311,WHITE 85 DB WIRELESS PLUG-IN DOOR BE,1002427059,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,39.0,
PRESSURE TREATED/DECKING,150749,4X6-12FT #2 RED PT GC,951221,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,36428.0,990.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-16FT STD PT WEATHERSHIELD,128966,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,1985454.3,18140.0
LANDSCAPE,242215,SECONDARY HNDRAIL BLK STRAIGHT MOUNT,1001687574,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,1821.0,2084.0
PRESSURE TREATED/DECKING,186756,4 IN. X 4 IN. WOOD COPPER HIGH TOP P,1000347542,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1557.0,0.0
FENCING,UNKNOWN,4'X8' PT PINE FRENCH GOTHIC PANEL,782571,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,8034.0,22.0
PRESSURE TREATED/DECKING,114661,6X6-8' #2 PT RED PT GC,1000044972,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,61283.0,1149.0
FENCING,UNKNOWN,"3/4""X4""X6' BP GOTHIC PICKET",558168,021-008-010-WHITEWOOD PICKETS,021-008-010,21-LUMBER,895309.0,16224.0
FENCING,UNKNOWN,"3/4""X3-1/2""X6' RWD-TN PT PICKET",1000002542,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,108423.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X6-8FT PT CEDAR-TONE WEATHERSHIELD,1000004834,021-020-006-PT BOARDS,021-020-006,21-LUMBER,583450.0,19974.0
BOARDS,UNKNOWN,1X6-12FT PREM T&G BOARD,169810,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,242000.0,7715.0
LANDSCAPE,UNKNOWN,576-777 S/O PT SPECIALTIES - UFP,576777,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,-24.0,124.0
LANDSCAPE,193104,6' RWD PRE-ASSEMBLED ALUM RAIL,1001350297,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1337.0,98.0
FENCING,UNKNOWN,DIS 6'X8' DURACOLOR PT DE PRIV 1X4,1001207396,021-008-018-EVENTS,021-008-018,21-LUMBER,10.0,0.0
LANDSCAPE,UNKNOWN,ADA ADJUSTABLE HANDRAIL JOINER,635558,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,203.0,8.0
HOME & MOBILE ELECTRONIC,245805,PUSHBUTTON-PLASTIC BRASS,1000505976,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,76.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-16FT #2 PRIME PT WEATHERSHIELD,124479,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,1285555.0,3284.0
FENCING,UNKNOWN,"5/8""X3""#1 6X8 CEDAR DWLD PRO PANEL",238620,021-008-009-WRC PANELS,021-008-009,21-LUMBER,2428.0,323.0
PRESSURE TREATED/DECKING,107216,4X4-12FT #2 RED PT GC,383001,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,329689.5,3994.0
FENCING,UNKNOWN,"6'X8' PT PINE 6"" DOG EAR FENCE PANEL",897671,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,1159682.0,12043.0
COMPOSITION,UNKNOWN,"1/8"" 4'X8' STANDARD HRDBRD",534455,021-004-003-HARDBOARD,021-004-003,21-LUMBER,13714.0,358.0
PRESSURE TREATED/DECKING,163040,1X6-16 APG WHRSHLD PLS CEDAR-TONE PT,1002406842,021-020-006-PT BOARDS,021-020-006,21-LUMBER,,0.0
LANDSCAPE,188175,6' PT CDR-TN CONTOUR LIGHTNING RAIL,1000340638,021-007-006-SPECIALTY,021-007-006,21-LUMBER,-13.0,0.0
FENCING,UNKNOWN,"DIS 4""X4"" WHT VNL PYRAMID POST CAP",1001403257,021-008-018-EVENTS,021-008-018,21-LUMBER,15.0,0.0
SIDING,UNKNOWN,3/4X8-12' KD CEDAR BEVEL SIDING,894532,021-002-005-SOLID WOOD,021-002-005,21-LUMBER,,
PLYWOOD,237633,3/4 IN. X 1-1/2 FT. SANDE PLYWOOD RO,1001713570,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,42.0,
BOARDS,253772,1 IN. X 6 IN. X 3 FT. BARN WOOD BRIT,1001763161,021-005-010-HARDWOOD,021-005-010,21-LUMBER,192.0,
LANDSCAPE,82975,8FT VERANDA DRFTWOD LATTICE DIVIDER,1000340143,021-007-002-LATTICE,021-007-002,21-LUMBER,352.0,
LANDSCAPE,236610,SECONDARY HANDRAIL BLACK EXT SWIVEL,1001646257,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,-2.0,
PRESSURE TREATED/DECKING,211696,PRESSURE-TREATED 2 IN. X 2 IN. X 42,1001253058,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,1470.0,
FENCING,438812,19/32 IN. X 5.3 IN. X 6 FT. CAROLINA,1005931111,021-008-016-OTHER FENCE,021-008-016,21-LUMBER,68.0,
LANDSCAPE,111909,0.2 IN. X 48 IN. X 8 FT. REDWOOD PRI,1000340036,021-007-002-LATTICE,021-007-002,21-LUMBER,2637.0,
BOARDS,345575,1 IN. X 6 IN. X 6 FT. TIMELESS PRIME,1004712912,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,448.0,
FENCING,UNKNOWN,6 X 6 COLOR-TREATED PINE HORIZONTAL,1003877394,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,0.0,
LANDSCAPE,125939,5 ADOBE HANDICAP ELBOW,1001585435,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,0.0,
FENCING,240397,1 IN. X 6 IN. X 6 FT. WESTERN RED CE,1001753629,021-008-008-WRC PICKETS,021-008-008,21-LUMBER,3924.0,
FENCING,306106,CHELSEA 3 FT. H X 8 FT. W WHITE VINY,1002794386,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,753.0,
PLYWOOD,UNKNOWN,23/32 4X8 RTD PLYWOOD,166103,021-001-002-SHEATHING,021-001-002,21-LUMBER,5047.0,
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-14FT STD PT GC WEATHERSHIELD,1001786889,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,12054.0,315.0
