C_State_Territory_Code,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_Str_OH_units_wkly,C_sales
AL,0089-BIRMINGHAM,0089,0883-MONTGOMERY,0883,1331.0,208248.3999999998
MD,0043-WASHINGTON DC,0043,2565-TIMONIUM,2565,4711.0,1206168.4499999322
CA,0021-SAN FRANCISCO BAY,0021,"1076-BRENTWOOD,CA",1076,5572.0,993411.4599999201
KS,0129-KANSAS CITY,0129,2202-MERRIAM,2202,4170.0,733856.469999996
AZ,0006-PHOENIX,0006,0471-GILBERT,0471,5524.0,1101535.0599998645
NC,0045-CHARLOTTE,0045,3639-E CHARLOTTE,3639,33088.0,10447408.609999832
GA,0001-ATLANTA,0001,6940-POWDER SPRINGS,6940,24935.0,7020099.549999891
NH,0260-NEW HAMPSHIRE,0260,3409-PORTSMOUTH,3409,8377.0,4152263.939999827
MA,0039-BOSTON/MA/NH,0039,2685-METHUEN,2685,9316.0,3275892.0299999146
CA,0047-INLAND/DESERT,0047,0645-RANCHO CUCAMONGA,0645,8977.0,1086258.6499999769
MN,0101-MINNESOTA,0101,2803-COON RAPIDS,2803,18335.0,4427962.23999987
NY,0093-ROCHESTER,0093,1247-PENFIELD/ROCHESTER,1247,5955.0,480635.8699999938
MD,0043-WASHINGTON DC,0043,8550-UPPER MARLBORO,8550,4782.0,1467590.3399999235
IL,0234-METRO CHICAGO,0234,1986-47TH AND WESTERN,1986,13365.0,6923524.829999806
CT,0010-HARTFORD/S CONN,0010,6235-SOUTH SOUTHINGTON,6235,1765.0,820829.9100000113
LA,0005-NEW ORLEANS,0005,0365-SLIDELL,0365,2736.0,91865.53999999996
IL,0109-ST. LOUIS,0109,"6961-COLLINSVILLE,IL",6961,11386.0,4613439.140000295
IL,0075-CHICAGO,0075,1956-MACHESNEY PARK,1956,11528.0,2663644.709999953
GA,0001-ATLANTA,0001,0110-LILBURN,0110,3872.0,764198.5199999874
WV,"0157-COLUMBUS,OH",0157,4803-PARKERSBURG,4803,12583.0,4561484.109999986
TX,0016-DALLAS/FT WORTH,0016,6555-CARROLLTON,6555,11328.0,916338.7099999362
FL,0003-ORL/MEL/DAYTONA,0003,6363-PALM COAST,6363,14933.0,5282978.550000089
CA,0047-INLAND/DESERT,0047,1087-MORENO VALLEY II,1087,9141.0,1367238.1699999908
NC,0282-DURHAM/RALEIGH,0282,3604-GREENSBORO,3604,29063.0,6133848.680000028
TX,0073-EL PASO,0073,0522-EL PASO,0522,5346.0,2107922.2099999343
MS,0102-JACKSON,0102,"2907-BRANDON,MS",2907,1868.0,193918.16000000006
TX,0016-DALLAS/FT WORTH,0016,0539-PLANO,0539,6867.0,534247.0000000047
CO,0051-COLORADO,0051,1515-GREELEY,1515,15028.0,6851608.650000247
NC,0282-DURHAM/RALEIGH,0282,3615-CARY,3615,31185.0,8628651.649999812
VA,0043-WASHINGTON DC,0043,4647-ASHBURN,4647,17143.0,2988096.739999995
NH,0260-NEW HAMPSHIRE,0260,"3485-CONCORD, NH",3485,9985.0,6807227.91999941
LA,0005-NEW ORLEANS,0005,0368-MARRERO,0368,3165.0,133030.6500000001
TN,0019-NASHVILLE,0019,0732-THOMPSON LANE,0732,3851.0,560736.0100000037
GA,0001-ATLANTA,0001,8412-CLAYTON,8412,4223.0,775517.0099999914
NY,0020-LONG ISLAND,0020,1209-SELDEN,1209,10391.0,3966819.2399999346
NJ,0503-HOLLAND TUNNEL,0503,6845-HOLLAND TUNNEL,6845,9502.0,2178775.420000001
WA,0044-SEA/TAC,0044,4703-FEDERAL WAY,4703,3756.0,970791.3399998719
SC,0023-SAVANNAH/HILTON HEAD,0023,1115-HILTON HEAD,1115,3735.0,763176.6699999712
AL,0089-BIRMINGHAM,0089,0805-PELHAM,0805,1482.0,308971.0199999997
PA,0106-PITTSBURGH,0106,4124-ERIE,4124,5277.0,1116227.1800000067
MI,0300-BENTON CHARTER,0300,2728-PORTAGE (KALAMAZOO),2728,8572.0,611236.1400000111
MN,0101-MINNESOTA,0101,2812-EDEN PRAIRIE,2812,14066.0,4184392.529999708
TX,0042-AUSTIN,0042,8454-KYLE,8454,8363.0,792031.5799999831
TX,0008-HOUSTON,0008,6586-SPRING CYPRESS,6586,4233.0,700243.2699999466
WA,0094-SPOKANE,0094,4732-WENATCHEE,4732,3004.0,632155.4199999343
TX,0016-DALLAS/FT WORTH,0016,0541-ARLINGTON,0541,38608.0,9788238.670000201
WA,0044-SEA/TAC,0044,"4737-COVINGTON,WA",4737,2818.0,831109.6999998692
CA,0047-INLAND/DESERT,0047,6960-NORTH FONTANA,6960,9214.0,1432187.6299999887
MD,0043-WASHINGTON DC,0043,2566-ELLICOTT CITY,2566,16213.0,6757732.189999799
GA,0572-AUGUSTA,0572,0119-AUGUSTA,0119,2737.0,360192.410000003
FL,0003-ORL/MEL/DAYTONA,0003,6350-ST CLOUD WEST,6350,24267.0,8478063.060000006
SC,0026-COL/GRNVLL/SPTNBG,0026,1109-SANDHILLS,1109,2639.0,292746.25000000076
CO,0413-RURAL WESTERN NE,0413,1545-STERLING,1545,7520.0,2555678.499999908
NM,0087-ALBUQUERQUE,0087,3504-W ALBUQUERQUE,3504,12902.0,2921791.8199997763
AL,0089-BIRMINGHAM,0089,"8577-FLORENCE,AL",8577,1504.0,176066.9500000001
RI,0039-BOSTON/MA/NH,0039,4283-N KINGSTOWN,4283,7787.0,1155089.7399999467
IL,0109-ST. LOUIS,0109,1851-BELLEVILLE,1851,13374.0,4094862.09999995
DE,0034-PHIL/PA/NJ/DE,0034,1601-CHRISTIANA,1601,4510.0,1046899.6199999303
NY,0066-BUFFALO,0066,1230-CLARENCE,1230,3311.0,490634.4299999963
OH,"0157-COLUMBUS,OH",0157,3825-WESTERVILLE,3825,15282.0,3996457.849999963
MD,0043-WASHINGTON DC,0043,2554-OXON HILL,2554,4513.0,1557415.8099999458
LA,0005-NEW ORLEANS,0005,0385-NEW ORLEANS CENTRAL,0385,2532.0,176538.28000000163
TX,0040-SAN ANTONIO,0040,0586-SW SAN ANTONIO,0586,26572.0,10199907.539999766
IL,0075-CHICAGO,0075,1922-GURNEE,1922,8073.0,1972815.5300000056
WI,0164-MILWAUKEE,0164,4925-WEST BEND,4925,8767.0,1342968.829999963
CA,0048-LA,0048,1005-SAN PEDRO,1005,4201.0,883606.310000001
GA,0001-ATLANTA,0001,0144-SNELLVILLE,0144,9320.0,881988.1199999871
TX,0016-DALLAS/FT WORTH,0016,6534-E FT WORTH,6534,22514.0,7343632.230000441
PA,0068-PENNSYLVANIA,0068,4105-BETHLEHEM,4105,12043.0,3530946.689999949
SC,0057-MYRTLE BEACH,0057,1122-MURRELLS INLET,1122,7109.0,1359053.0899999687
MI,0578-WEST BRANCH MKT,0578,2782-WEST BRANCH,2782,6415.0,646943.6200000033
FL,0025-FT.MYERS/NAPLES,0025,0268-CAPE CORAL,0268,21509.0,6376106.58
MD,0043-WASHINGTON DC,0043,8548-LANHAM,8548,4255.0,1193106.109999983
WA,0044-SEA/TAC,0044,4702-LANDER,4702,2445.0,1009519.8699998681
FL,0004-TAMPA/ST.PETE,0004,6324-S LAKELAND,6324,7307.0,632426.349999982
MN,0101-MINNESOTA,0101,2804-BROOKLYN PARK,2804,15010.0,3665494.7799997935
FL,0002-MIAMI/FTL/WPALM,0002,6372-E FORT LAUDERDALE,6372,25433.0,10726745.709999386
NJ,0015-NEW JERSEY,0015,0922-TOTOWA,0922,10677.0,5636950.5299998075
AR,0148-FAYETTEVILLE,0148,1410-MOUNTAIN HOME,1410,3264.0,203198.65000000058
AL,0089-BIRMINGHAM,0089,0812-SCOTTSBORO,0812,1619.0,192403.8400000004
MA,0039-BOSTON/MA/NH,0039,2679-SOUTH BAY/BOSTON,2679,11533.0,4628684.969999756
FL,0003-ORL/MEL/DAYTONA,0003,0287-OVIEDO,0287,19646.0,9282696.34999998
CA,0029-SACRAMENTO,0029,6615-VISALIA,6615,3912.0,765484.4199999431
RI,0039-BOSTON/MA/NH,0039,4282-SMITHFIELD,4282,9885.0,916575.4600000114
NJ,0015-NEW JERSEY,0015,0984-NEWTON,0984,11905.0,5246693.8199999165
OK,0058-OKLAHOMA CITY,0058,3904-N TULSA,3904,20693.0,6708846.529999308
CA,0048-LA,0048,6643-ANAHEIM HILLS,6643,5493.0,1152510.9699999825
TX,0040-SAN ANTONIO,0040,6989-BULVERDE,6989,18519.0,8885225.359999865
MO,0537-NE MISSOURI,0537,3001-COLUMBIA,3001,14336.0,5946908.299999868
FL,0002-MIAMI/FTL/WPALM,0002,6314-STUART,6314,16560.0,2322402.6899999212
MN,0262-OUTSTATE MN,0262,2811-ST CLOUD,2811,15172.0,3899794.099999802
KS,0129-KANSAS CITY,0129,2218-S OLATHE,2218,2674.0,629385.4599999987
AZ,0134-PRESCOTT,0134,0422-PAYSON,0422,9075.0,2146236.1999997715
WI,0601-LAKE GENEVA,0601,4916-LAKE GENEVA,4916,10228.0,3811355.0199999143
ID,0094-SPOKANE,0094,1803-COEUR D ALENE,1803,3857.0,1400575.7899997262
GA,0001-ATLANTA,0001,1775-N LILBURN,1775,4763.0,599027.709999983
NY,0116-NEW YORK CITY,0116,1256-CROPSEY,1256,6351.0,4809589.949999859
TX,0008-HOUSTON,0008,6578-HUNTSVILLE,6578,21634.0,12012953.530000389
GA,0001-ATLANTA,0001,1771-BLUE RIDGE,1771,23780.0,8608399.210000144
FL,0003-ORL/MEL/DAYTONA,0003,0261-W COLONIAL,0261,27984.0,6527278.330000032
MO,0109-ST. LOUIS,0109,3009-ST CHARLES COUNTY,3009,12314.0,3971074.429999987
TX,0249-LONGVIEW,0249,"8540-MT PLEASANT,TX",8540,2554.0,236036.77000000008
NY,0191-HUDSON VALLEY,0191,1261-NANUET,1261,3410.0,718829.780000005
CA,0029-SACRAMENTO,0029,8975-OROVILLE,8975,4075.0,1219364.729999944
WA,0044-SEA/TAC,0044,4720-N TACOMA,4720,3118.0,1073332.389999823
NM,0087-ALBUQUERQUE,0087,3514-GALLUP,3514,7712.0,3052257.3299998473
PA,0034-PHIL/PA/NJ/DE,0034,4150-PORT RICHMOND,4150,5120.0,952659.0699999474
CA,0048-LA,0048,6680-N SANTA ANA,6680,3954.0,1118972.5599999898
OH,0139-CLEVELAND,0139,6930-LORAIN,6930,3498.0,661905.0000000081
GA,0001-ATLANTA,0001,0126-LAWRENCEVILLE,0126,10977.0,868108.2699999699
OH,0156-CINCINNATI,0156,"3821-FOREST PARK, OH",3821,17638.0,3850653.020000025
CA,0048-LA,0048,6657-LA HABRA,6657,5259.0,1079154.169999985
CA,0021-SAN FRANCISCO BAY,0021,6604-SAN RAMON,6604,4677.0,1229320.5899999044
GA,0001-ATLANTA,0001,0131-N FULTON,0131,23142.0,6276835.159999771
NV,0063-RENO,0063,8560-S RENO,8560,4606.0,640588.0799999743
TX,0040-SAN ANTONIO,0040,6576-KERRVILLE,6576,11978.0,5079891.559999974
IL,0234-METRO CHICAGO,0234,1980-KIMBALL & ADDISON,1980,10886.0,5521947.35999996
CA,0029-SACRAMENTO,0029,6674-ELK GROVE,6674,6246.0,1337790.9399998593
CA,0021-SAN FRANCISCO BAY,0021,8572-MORGAN HILL,8572,4493.0,617493.6499999787
AZ,0006-PHOENIX,0006,0443-SIERRA VISTA,0443,4966.0,1166385.2099999248
MO,0129-KANSAS CITY,0129,3016-BANNISTER MALL,3016,3785.0,351692.39000000135
NJ,0015-NEW JERSEY,0015,0933-HOWELL,0933,10820.0,3704372.319999971
NJ,0015-NEW JERSEY,0015,0901-E HANOVER,0901,9053.0,4049656.4299998786
CA,0048-LA,0048,1012-CAMARILLO,1012,4731.0,1013048.0299999958
TX,0212-BEAUMONT,0212,0501-BEAUMONT,0501,2167.0,440495.6199999633
WA,0094-SPOKANE,0094,4735-COLLEGE PLACE,4735,4234.0,873079.2599998687
IA,0064-EASTERN IOWA,0064,2111-BETTENDORF,2111,10118.0,2168719.449999976
OR,0094-SPOKANE,0094,4031-HERMISTON,4031,3497.0,805874.3099999173
OH,0139-CLEVELAND,0139,"3875-BRUNSWICK,OH",3875,5012.0,622274.8300000082
MA,0039-BOSTON/MA/NH,0039,2611-BROCKTON,2611,9433.0,2043636.3599999938
TN,0009-KNOXVILLE,0009,0730-W KNOXVILLE,0730,2710.0,914963.0999999444
NJ,0015-NEW JERSEY,0015,0962-BRIDGEWATER II - RT 202,0962,9165.0,4114950.8999999594
MO,0109-ST. LOUIS,0109,3025-WENTZVILLE,3025,13050.0,5997836.810000142
UT,0076-UTAH,0076,4413-E SALT LAKE CITY,4413,3523.0,893288.389999972
MO,0129-KANSAS CITY,0129,3024-BLUE SPRINGS,3024,2341.0,551568.8000000014
AZ,0006-PHOENIX,0006,0477-THOMAS RD,0477,6837.0,2917740.7900008084
MA,0039-BOSTON/MA/NH,0039,2677-TAUNTON,2677,10035.0,3054028.1699999645
TX,0307-ABILENE,0307,6583-ABILENE,6583,17552.0,3702459.389999975
NJ,0015-NEW JERSEY,0015,0946-VINELAND,0946,5412.0,1644998.5399998731
GA,0001-ATLANTA,0001,0130-CASCADE,0130,26840.0,10618563.389999628
IL,0234-METRO CHICAGO,0234,1912-NORTH AVENUE,1912,16327.0,6303733.929999874
NY,0093-ROCHESTER,0093,1264-VICTOR,1264,1872.0,384609.32999999786
MS,0418-RURAL SOUTHERN EAST,0418,2913-BROOKHAVEN,2913,949.0,90159.29999999996
NJ,0015-NEW JERSEY,0015,0951-MANAHAWKIN,0951,14387.0,10118938.39999989
NJ,0015-NEW JERSEY,0015,0909-ROXBURY,0909,10662.0,4829655.419999893
PR,0133-PUERTO RICO,0133,6408-MONTE HIEDRA,6408,31295.57,13975471.630002119
IL,0075-CHICAGO,0075,1926-DEERFIELD,1926,12444.0,2623554.1799999783
IA,0064-EASTERN IOWA,0064,2101-WATERLOO,2101,9803.0,1620622.0199999737
NE,0207-OMAHA,0207,3201-NW OMAHA,3201,14611.0,2324678.3700000164
WV,0310-WEST VIRGINIA,0310,8429-TEAYS VALLEY,8429,6750.0,938095.3999999834
ID,0076-UTAH,0076,1805-TWIN FALLS,1805,3914.0,909675.0699999594
IN,0075-CHICAGO,0075,2001-SOUTHLAKE,2001,9983.0,3768942.32999996
AZ,0006-PHOENIX,0006,0468-THUNDERBIRD,0468,5575.0,1960959.0499997172
PA,0106-PITTSBURGH,0106,4148-CHIPPEWA,4148,5009.0,1262005.8199999786
OR,0054-PORTLAND,0054,4004-NE PORTLAND,4004,3347.0,1092186.1099998513
GA,0001-ATLANTA,0001,0161-HAMILTON MILL,0161,37754.0,13160634.969999928
VA,0043-WASHINGTON DC,0043,4603-ALEXANDRIA,4603,23212.0,6330842.369999912
MI,0067-GRAND RAPIDS,0067,2770-JACKSON,2770,13671.0,3972470.4399999175
TX,0211-CORPUS CHRISTI,0211,6564-FIVE POINT,6564,21063.0,10897628.779999515
CA,0012-SAN DIEGO,0012,0679-OCEANSIDE,0679,9872.5,1973705.1199997421
TX,0211-CORPUS CHRISTI,0211,6587-VICTORIA,6587,14475.0,7767556.219999833
MA,0039-BOSTON/MA/NH,0039,2650-ROCKLAND,2650,8954.0,3520982.6699998174
FL,0002-MIAMI/FTL/WPALM,0002,6315-E DELRAY BEACH,6315,23981.0,7538348.680000042
NJ,0015-NEW JERSEY,0015,0917-LAWNSIDE,0917,12536.0,4127538.239999846
FL,0025-FT.MYERS/NAPLES,0025,8528-NORTH PORT,8528,17500.0,2523360.2699999525
FL,0003-ORL/MEL/DAYTONA,0003,0264-LAKE MARY,0264,16899.0,6630762.819999938
NY,0086-ALBANY,0086,"1262-ALBANY,NY",1262,2859.0,394171.05000000395
MA,0272-INDIAN ORCHARD,0272,2662-W SPRINGFIELD,2662,2390.0,711476.849999981
NC,0045-CHARLOTTE,0045,3637-HENDERSONVILLE,3637,19462.0,8710661.899999736
AZ,0006-PHOENIX,0006,0470-CHANDLER,0470,4952.0,1018910.5599998696
NM,0087-ALBUQUERQUE,0087,3502-MONTANO,3502,9480.0,3957957.0399998133
WI,0164-MILWAUKEE,0164,4912-NORTH SHORE,4912,8669.0,3769956.5299999313
MT,0204-WESTERN MONTANA,0204,3105-KALISPELL,3105,10247.0,3967437.030000339
CA,0047-INLAND/DESERT,0047,8988-LAKE ELSINORE,8988,8718.0,1465146.7999999877
SC,0026-COL/GRNVLL/SPTNBG,0026,1124-SIMPSONVILLE,1124,2799.0,501415.1099999983
CA,0029-SACRAMENTO,0029,1019-YUBA CITY,1019,5146.0,1070883.9899999187
WV,0106-PITTSBURGH,0106,"8433-BRIDGEPORT,WV",8433,5659.0,621498.0700000003
VA,0043-WASHINGTON DC,0043,4607-MANASSAS,4607,21061.0,5901941.4999998575
FL,0002-MIAMI/FTL/WPALM,0002,6355-FLORIDA CITY,6355,39653.0,18449139.339999553
FL,0014-JACKSONVILLE,0014,6365-ATLANTIC AND GIRVIN,6365,3661.0,513958.49999998545
GA,0023-SAVANNAH/HILTON HEAD,0023,0179-POOLER,0179,9716.0,1601800.4199999585
CA,0021-SAN FRANCISCO BAY,0021,1843-SALINAS,1843,4759.0,1453032.3999998593
CA,0029-SACRAMENTO,0029,6649-TRUXEL RD,6649,7440.0,973718.6499999235
WV,0310-WEST VIRGINIA,0310,4801-HUNTINGTON,4801,7344.0,707791.5999999963
IL,0075-CHICAGO,0075,1905-DARIEN,1905,8336.0,402372.6600000003
CA,0048-LA,0048,6616-SUNSET,6616,4186.0,1442966.4099999934
OH,0139-CLEVELAND,0139,3841-FAIRLAWN,3841,4718.0,576770.4700000065
GA,0001-ATLANTA,0001,0106-KENNESAW,0106,22674.0,4780291.2900000345
GA,0405-SOUTH GEORGIA,0405,0140-VALDOSTA,0140,32256.0,9522978.41000004
MD,0043-WASHINGTON DC,0043,2505-DUNDALK,2505,4234.0,2027111.8399998632
ID,0076-UTAH,0076,1806-E BOISE,1806,3170.6,865792.3499999678
MI,0127-UPPER PENINSULA,0127,2755-BEAR CREEK,2755,5326.0,1063585.0300000107
AK,0536-FAIRBANKS,0536,1303-FAIRBANKS,1303,2617.0,570346.809999973
OK,0058-OKLAHOMA CITY,0058,3902-N OKLAHOMA CITY,3902,18822.0,4104590.460000575
CA,0048-LA,0048,6855-W INGLEWOOD,6855,3960.0,762758.0499999977
GA,0447-ATLANTA TEMP,0447,0163-WARNER ROBINS,0163,21727.0,3779539.779999941
CA,0196-PALM SPRINGS,0196,0667-RANCHO MIRAGE,0667,5294.0,916245.3499999141
CA,0048-LA,0048,0653-SANTA CLARITA,0653,4345.0,758192.4299999869
FL,0002-MIAMI/FTL/WPALM,0002,0285-HOLLYWOOD,0285,35734.0,13571674.78999885
MD,0043-WASHINGTON DC,0043,2557-ANNAPOLIS,2557,4832.0,1622253.0499999325
MI,0072-DETROIT,0072,"2762-PLYMOUTH,MI",2762,11776.0,1954462.079999956
FL,0025-FT.MYERS/NAPLES,0025,0280-NAPLES,0280,19812.0,6327576.319999856
NY,0191-HUDSON VALLEY,0191,"8456-MT PLEASANT,NY",8456,2784.0,679548.2799999681
OH,0139-CLEVELAND,0139,3847-ROCKY RIVER,3847,3834.0,301018.31000000064
MN,0101-MINNESOTA,0101,2847-SW BLAINE,2847,14931.0,2022803.0399999106
GA,0001-ATLANTA,0001,6978-BROOKWOOD,6978,17589.0,5462584.559999835
TX,0016-DALLAS/FT WORTH,0016,"6554-GREENVILLE,TX",6554,9157.0,685633.4799999989
NC,0045-CHARLOTTE,0045,3607-KANNAPOLIS,3607,24911.0,6336860.27999988
FL,0003-ORL/MEL/DAYTONA,0003,6328-SOUTH CHASE,6328,18320.0,4055357.389999947
TN,0019-NASHVILLE,0019,"0734-FRANKLIN,TN",0734,1466.0,264634.9500000006
TX,0040-SAN ANTONIO,0040,6529-MILITARY,6529,24953.0,9158773.820000168
FL,0004-TAMPA/ST.PETE,0004,0248-LAKELAND,0248,16186.0,5901628.2299999995
SC,0392-CHARLESTON,0392,1171-MT. PLEASANT,1171,9285.0,330069.39000000217
FL,0002-MIAMI/FTL/WPALM,0002,6356-COCONUT CREEK,6356,25866.0,5966348.249999864
WI,0164-MILWAUKEE,0164,4903-GRAND CHUTE,4903,12183.33,2401240.149999944
OR,0054-PORTLAND,0054,4029-CORVALLIS,4029,2753.0,924987.259999861
WV,0043-WASHINGTON DC,0043,4805-RANSON,4805,18606.0,8483581.67999955
CO,0051-COLORADO,0051,1531-CASTLE ROCK,1531,9520.0,4781430.920000047
AR,0113-W. LITTLE ROCK,0113,1407-CONWAY,1407,2863.0,297064.6700000031
OR,0077-CENTRAL OREGON,0077,4032-N REDMOND,4032,2665.0,624875.3699999792
CT,0010-HARTFORD/S CONN,0010,8473-HAMDEN,8473,1351.0,686769.740000014
CA,0021-SAN FRANCISCO BAY,0021,6635-BOLLINGER,6635,5345.0,1055423.7999999018
FL,0002-MIAMI/FTL/WPALM,0002,6872-HIALEAH GARDENS,6872,22749.0,8040638.479998952
TX,0042-AUSTIN,0042,8439-HUTTO,8439,7633.0,672643.0899999905
CA,0021-SAN FRANCISCO BAY,0021,6678-LIVERMORE,6678,4490.0,725420.8899999596
PA,0068-PENNSYLVANIA,0068,4168-HANOVER,4168,14710.0,3496740.7299999306
GA,0001-ATLANTA,0001,0156-ACWORTH,0156,31094.0,11855037.579999642
FL,0050-PANHANDLE,0050,6368-PACE,6368,1921.0,134332.3799999999
CA,0029-SACRAMENTO,0029,"6660-LODI, CA",6660,4921.0,849038.7399999363
CO,0051-COLORADO,0051,1518-SW COLORADO SPRINGS,1518,10822.0,8099280.969999898
CA,0047-INLAND/DESERT,0047,"6834-APPLE VALLEY,CA",6834,9482.0,1435503.240000002
OH,"0609-BOWLING GREEN,OH",0609,"3864-BOWLING GREEN, OH",3864,5749.0,382760.4800000018
NY,0020-LONG ISLAND,0020,1265-SOUTH SETAUKET,1265,10853.0,6246431.789999806
MO,0537-NE MISSOURI,0537,3027-OSAGE BEACH,3027,14763.0,3540252.6200000327
PR,0133-PUERTO RICO,0133,6403-CAGUAS,6403,19725.760000000002,18142176.12000081
WA,0044-SEA/TAC,0044,8998-SEQUIM,8998,3813.0,1122228.4299998942
CT,0010-HARTFORD/S CONN,0010,6221-LISBON,6221,3421.0,584512.7600000097
OH,"0600-ASHLAND, OH",0600,"3888-ASHLAND,OH",3888,5809.0,776307.8000000133
TX,0008-HOUSTON,0008,6546-MISSOURI CITY,6546,5429.0,612029.6899999438
TX,0040-SAN ANTONIO,0040,0582-BITTERS RD,0582,21571.0,7242763.399999998
IN,0276-INDIANAPOLIS,0276,2014-EAGLE CREEK,2014,14277.0,3672138.3799999845
MD,0043-WASHINGTON DC,0043,"2582-PASADENA,MD",2582,5014.0,1209677.1599999522
GA,0001-ATLANTA,0001,0105-DULUTH,0105,25321.0,6610996.409999654
ID,0094-SPOKANE,0094,1810-SANDPOINT,1810,3677.0,724691.8199999236
MA,0039-BOSTON/MA/NH,0039,2674-WALTHAM,2674,11081.0,6211567.79000008
OH,"0157-COLUMBUS,OH",0157,3889-MARYSVILLE,3889,8686.0,3472102.0699999854
MI,0067-GRAND RAPIDS,0067,2725-W LANSING,2725,10830.0,5158761.590000226
CA,0048-LA,0048,1089-RIDGECREST,1089,3019.0,448576.61000000394
MD,0043-WASHINGTON DC,0043,2550-GAITHERSBURG,2550,6100.0,1600344.239999932
CT,0010-HARTFORD/S CONN,0010,"6202-ORANGE, CT",6202,4258.0,821806.5300000067
TX,0008-HOUSTON,0008,6560-CLEAR LAKE SHORES,6560,31457.0,9093128.920000652
MD,0043-WASHINGTON DC,0043,2577-PARKVILLE,2577,4056.0,621057.7600000065
AZ,0006-PHOENIX,0006,0483-SURPRISE,0483,5609.0,1601276.1899996924
PA,0034-PHIL/PA/NJ/DE,0034,4106-PLYMOUTH TOWNSHIP,4106,4638.0,896490.3699999604
CA,0021-SAN FRANCISCO BAY,0021,6677-GILROY,6677,5302.0,639134.259999984
CA,0029-SACRAMENTO,0029,6601-MODESTO,6601,4623.0,973826.0399999236
NY,0066-BUFFALO,0066,1286-HAMBURG,1286,4892.0,513564.0699999948
MI,0072-DETROIT,0072,2743-ORION TOWNSHIP,2743,13624.0,5005297.429999813
WY,0505-CASPER,0505,6001-CASPER,6001,8312.0,3166366.3400002443
FL,0002-MIAMI/FTL/WPALM,0002,0274-JUPITER,0274,17851.0,3218490.2600000286
AZ,0006-PHOENIX,0006,0459-W BELL RD,0459,5782.0,804756.1199999097
CA,0021-SAN FRANCISCO BAY,0021,1861-SAN JOSE (GE),1861,4349.0,845003.3299999703
OH,"0157-COLUMBUS,OH",0157,3828-EAST COLUMBUS,3828,13637.0,4954367.879999874
IN,0075-CHICAGO,0075,2030-VALPARAISO,2030,10455.0,3534900.8299999577
FL,0060-TALLAHASSEE,0060,6374-W TALLAHASSEE,6374,18356.0,10268384.789999219
VA,0043-WASHINGTON DC,0043,4648-EAST MANASSAS,4648,19116.0,8940268.429999925
FL,0003-ORL/MEL/DAYTONA,0003,6367-MILLENIA,6367,18421.0,3332479.9999999637
VA,0176-RICHMOND,0176,4616-S RICHMOND/CHESTER,4616,21771.0,6851941.139999749
GA,0001-ATLANTA,0001,"0145-CANTON, GA",0145,23264.0,8569198.209999701
NC,"0303-OUTER BANKS, NC",0303,3650-KITTY HAWK,3650,17549.0,7523743.1699997615
FL,0002-MIAMI/FTL/WPALM,0002,0209-NW DADE,0209,25935.0,11414304.95999924
HI,0266-OUTER ISLANDS,0266,8453-HILO,8453,1245.0,773092.8599999618
NY,0065-WAPPING/WALLKILL,0065,1284-HARRIMAN,1284,1576.0,281487.5700000027
AZ,0006-PHOENIX,0006,0455-MCDOWELL,0455,5435.0,1273337.4099998528
CA,0029-SACRAMENTO,0029,1060-NE BAKERSFIELD,1060,4094.0,1051559.3399999235
IL,0075-CHICAGO,0075,1921-GENEVA,1921,12492.0,2167121.279999996
FL,0004-TAMPA/ST.PETE,0004,6332-CRYSTAL RIVER,6332,6581.0,1187324.7599999462
CA,0048-LA,0048,6611-MARINA DEL REY,6611,5906.0,2031167.1400000001
IN,0075-CHICAGO,0075,1937-SCHERERVILLE,1937,10755.0,3720909.549999969
TX,0008-HOUSTON,0008,6523-PORTER,6523,41610.0,22173130.510001227
IL,"0586-JACKSONVILLE, IL",0586,"8430-JACKSONVILLE,IL",8430,11737.0,4058060.93000008
ME,0112-MAINE,0112,2408-ELLSWORTH,2408,5759.0,751594.3300000182
CO,0051-COLORADO,0051,1520-BEAR VALLEY,1520,8076.0,2517862.619999885
WA,0044-SEA/TAC,0044,4722-KENT,4722,2669.0,684167.519999912
FL,0004-TAMPA/ST.PETE,0004,6321-LARGO,6321,6186.0,1812956.0099999576
CT,0010-HARTFORD/S CONN,0010,6212-WATERBURY,6212,1935.0,1187258.7599999937
CO,0051-COLORADO,0051,"1501-AURORA, CO",1501,12109.0,4637423.510000279
IA,0207-OMAHA,0207,2114-SIOUX CITY,2114,16113.0,3140629.0499999444
CA,0012-SAN DIEGO,0012,0659-LEMON GROVE,0659,13504.0,3387037.8599997615
NJ,0015-NEW JERSEY,0015,6917-S BRUNSWICK,6917,5329.0,734008.9499999778
IL,0234-METRO CHICAGO,0234,"1911-CICERO, IL",1911,14806.0,6726734.349999793
KY,0115-LOUISVILLE,0115,2315-TURFLAND,2315,22601.0,6805699.060000022
MA,0039-BOSTON/MA/NH,0039,2668-TEWKSBURY,2668,11670.0,4719728.629999772
CO,0316-DURANGO,0316,1534-DURANGO,1534,7765.0,5116297.189999935
KY,0445-LOUISVILLE TEMP,0445,2314-PADUCAH,2314,14554.0,2472619.1299999584
MI,0072-DETROIT,0072,6821-ALLEN PARK,6821,8396.0,2705611.1100000273
MS,0005-NEW ORLEANS,0005,2901-GULFPORT,2901,2614.0,107366.42999999995
